image_index,label,pt0_x,pt0_y,pt0_z,pt1_x,pt1_y,pt1_z,pt2_x,pt2_y,pt2_z,pt3_x,pt3_y,pt3_z,pt4_x,pt4_y,pt4_z,pt5_x,pt5_y,pt5_z,pt6_x,pt6_y,pt6_z,pt7_x,pt7_y,pt7_z,pt8_x,pt8_y,pt8_z,pt9_x,pt9_y,pt9_z,pt10_x,pt10_y,pt10_z,pt11_x,pt11_y,pt11_z,pt12_x,pt12_y,pt12_z,pt13_x,pt13_y,pt13_z,pt14_x,pt14_y,pt14_z,pt15_x,pt15_y,pt15_z,pt16_x,pt16_y,pt16_z,pt17_x,pt17_y,pt17_z,pt18_x,pt18_y,pt18_z,pt19_x,pt19_y,pt19_z,pt20_x,pt20_y,pt20_z
10,0,0.0,0.0,0.0,-0.0476992130279541,-0.030977606773376465,-0.05754527794715614,-0.08144420385360718,-0.09908336400985718,-0.08269361006614417,-0.09800028800964355,-0.1651400923728943,-0.09924829351302833,-0.122031569480896,-0.21896076202392578,-0.113730895990102,-0.011079251766204834,-0.23763054609298706,-0.047516554319827264,-0.007680237293243408,-0.3306363523006439,-0.07206102805730552,0.003534853458404541,-0.3848338723182678,-0.09334667372104377,0.01978433132171631,-0.4326522946357727,-0.10887360172864646,0.02913975715637207,-0.24300509691238403,-0.034229222410885995,0.04948878288269043,-0.34030526876449585,-0.051814466440646356,0.06919026374816895,-0.3969041705131531,-0.06777574467059821,0.0912940502166748,-0.44223710894584656,-0.08078078525659294,0.06005734205245972,-0.22483059763908386,-0.027723142603008455,0.08681362867355347,-0.3099331259727478,-0.045786689692704385,0.10814344882965088,-0.3608745336532593,-0.05961237075325698,0.12943845987319946,-0.4048936367034912,-0.07015208500024528,0.08595776557922363,-0.1898595094680786,-0.02699443484243602,0.10973602533340454,-0.25285983085632324,-0.043156098300187296,0.1256512999534607,-0.29091328382492065,-0.052589177811114496,0.14219403266906738,-0.3273884654045105,-0.059899396920172876
11,0,0.0,0.0,0.0,-0.04411953687667847,-0.04021948575973511,-0.04613416122398917,-0.06995636224746704,-0.11472123861312866,-0.0665837735136563,-0.07974493503570557,-0.18045520782470703,-0.08068153860173766,-0.0988425612449646,-0.2332519292831421,-0.09326542021833006,0.0041765570640563965,-0.22671055793762207,-0.03622151764236037,0.01567596197128296,-0.30766740441322327,-0.05733134077988211,0.029483139514923096,-0.3541775941848755,-0.07610860319934432,0.046058595180511475,-0.39512312412261963,-0.09038449676833693,0.043044090270996094,-0.2238752841949463,-0.0283140003880078,0.07111853361129761,-0.3072318136692047,-0.04443294407926146,0.09404909610748291,-0.35336512327194214,-0.058997860570769944,0.11741805076599121,-0.39166295528411865,-0.07093875708184783,0.07044553756713867,-0.20158320665359497,-0.02629378477237765,0.10253500938415527,-0.27296215295791626,-0.043744152804237046,0.12502509355545044,-0.31367671489715576,-0.0557599500020558,0.14610952138900757,-0.35074108839035034,-0.06492049100003783,0.09197688102722168,-0.16460907459259033,-0.02898434030018393,0.11845618486404419,-0.21911370754241943,-0.04447673486671988,0.13570106029510498,-0.25160592794418335,-0.05221332090101782,0.15241748094558716,-0.28441858291625977,-0.05829892905555312
12,0,0.0,0.0,0.0,-0.054488182067871094,-0.025081336498260498,-0.04684673504436887,-0.09765517711639404,-0.08623206615447998,-0.07219705612862981,-0.12294560670852661,-0.14885592460632324,-0.09089210511649526,-0.15352392196655273,-0.19724851846694946,-0.10934579254592336,-0.030709028244018555,-0.21186715364456177,-0.05287523449862874,-0.033618032932281494,-0.3017386794090271,-0.07801280797923482,-0.030289769172668457,-0.3543931841850281,-0.09766757370437062,-0.023494839668273926,-0.4029223918914795,-0.11269621433223165,0.010436832904815674,-0.21610981225967407,-0.04762374491895116,0.024553120136260986,-0.31465673446655273,-0.06882259876931585,0.036911070346832275,-0.372744083404541,-0.08556920172179616,0.050085365772247314,-0.4237819314002991,-0.0989857155224172,0.0434035062789917,-0.19668954610824585,-0.047042398466714985,0.06503111124038696,-0.28480273485183716,-0.06920595349276937,0.07976233959197998,-0.3407602310180664,-0.08418922753537572,0.0929076075553894,-0.39278674125671387,-0.0956362772127477,0.07174968719482422,-0.16191643476486206,-0.05044248954857267,0.08945471048355103,-0.22692227363586426,-0.07158106447661794,0.09913188219070435,-0.2693275213241577,-0.08223719032014287,0.10727924108505249,-0.3120373487472534,-0.09024073810780919
13,0,0.0,0.0,0.0,-0.05273330211639404,-0.021069824695587158,-0.04367265658220276,-0.0998726487159729,-0.07646077871322632,-0.06881570623954758,-0.13138997554779053,-0.13345515727996826,-0.08798567013582215,-0.16390353441238403,-0.17707544565200806,-0.10711433546384797,-0.03759336471557617,-0.2026965618133545,-0.04961073206504807,-0.04360085725784302,-0.286354660987854,-0.07450397120555863,-0.042958974838256836,-0.337790846824646,-0.09419324056943879,-0.03745955228805542,-0.38517871499061584,-0.1093052084906958,0.003557920455932617,-0.21139222383499146,-0.04523462610086426,0.016248226165771484,-0.305361807346344,-0.0657936762436293,0.026828467845916748,-0.36125701665878296,-0.08254892932018265,0.03917938470840454,-0.41330209374427795,-0.09631908492883667,0.038044869899749756,-0.19625133275985718,-0.045208966301288456,0.05735135078430176,-0.2820625305175781,-0.06595883326372132,0.07027405500411987,-0.33750492334365845,-0.08086529927095398,0.08169156312942505,-0.3901447355747223,-0.09262618230422959,0.06879949569702148,-0.16474556922912598,-0.048917049483861774,0.08759355545043945,-0.22851264476776123,-0.06811015860876068,0.09784239530563354,-0.27109599113464355,-0.07857149647315964,0.10604387521743774,-0.31420642137527466,-0.08670123474439606
14,0,0.0,0.0,0.0,-0.057274848222732544,-0.01976776123046875,-0.042338765744119655,-0.10935467481613159,-0.07177317142486572,-0.06836829293146707,-0.14781221747398376,-0.12543100118637085,-0.0885260548032818,-0.18532103300094604,-0.16927647590637207,-0.10878469753637887,-0.05598515272140503,-0.19739031791687012,-0.05243394482508279,-0.07023513317108154,-0.28015464544296265,-0.07869516271725274,-0.07736930251121521,-0.3311042785644531,-0.09842637139931298,-0.08021220564842224,-0.3804366886615753,-0.11387106734886743,-0.013055682182312012,-0.20653223991394043,-0.05061766463890649,-0.010083019733428955,-0.30033689737319946,-0.07320723641291238,-0.006117582321166992,-0.3572792410850525,-0.09059587824717141,-0.0012131929397583008,-0.4119577705860138,-0.10480169910564996,0.024309217929840088,-0.19033408164978027,-0.05282426211610414,0.036512911319732666,-0.27974480390548706,-0.07709921110048867,0.04498249292373657,-0.33739250898361206,-0.09164676028862573,0.0505368709564209,-0.39349329471588135,-0.10285469103232003,0.058125078678131104,-0.1584426760673523,-0.058237604383378994,0.07239651679992676,-0.22542506456375122,-0.08098629820719339,0.07996624708175659,-0.2687991261482239,-0.09095375198498346,0.08407449722290039,-0.31342190504074097,-0.09840092021599389
15,0,0.0,0.0,0.0,-0.06369942426681519,-0.0162237286567688,-0.03635453523639853,-0.12257668375968933,-0.06556987762451172,-0.059166592522899464,-0.16889500617980957,-0.11483961343765259,-0.07728520126585181,-0.21306300163269043,-0.1536235213279724,-0.09559266360048468,-0.0866360068321228,-0.18289482593536377,-0.04373931603078063,-0.11079192161560059,-0.2676045298576355,-0.06785781027321036,-0.1255316436290741,-0.31953132152557373,-0.08630662502292807,-0.1376875936985016,-0.36809951066970825,-0.10103277952913459,-0.0428178608417511,-0.19758743047714233,-0.04435709582213576,-0.050931692123413086,-0.29394352436065674,-0.06534939350132163,-0.055954962968826294,-0.3502711057662964,-0.0822358513021868,-0.06242114305496216,-0.40338361263275146,-0.09584884436372931,-0.001832127571105957,-0.1863141655921936,-0.04863786788229163,6.529688835144043e-05,-0.27479469776153564,-0.07253958375696357,-0.0003943145275115967,-0.3331114649772644,-0.08707389326337989,-0.005546480417251587,-0.3905826210975647,-0.09809479208234961,0.037314414978027344,-0.15808159112930298,-0.055342157348434284,0.04603677988052368,-0.2232486605644226,-0.07843329103235419,0.04935050010681152,-0.26640450954437256,-0.08770169408563788,0.04693746566772461,-0.3111507296562195,-0.09425574631933387
16,0,0.0,0.0,0.0,-0.06477546691894531,-0.024133801460266113,-0.029686767484577103,-0.12101054191589355,-0.09073197841644287,-0.045425910379321977,-0.16084061563014984,-0.1559850573539734,-0.05815272020879547,-0.1992461234331131,-0.2066730260848999,-0.070869020994337,-0.09616091847419739,-0.20415747165679932,-0.029947368304760857,-0.12259621918201447,-0.2964581251144409,-0.0525318494695739,-0.14130088686943054,-0.34996652603149414,-0.0699992774683551,-0.1568707823753357,-0.39865368604660034,-0.08358742284360687,-0.05669522285461426,-0.22137892246246338,-0.0330936050671653,-0.0717400312423706,-0.32630711793899536,-0.05340707662287514,-0.08386556804180145,-0.3902592658996582,-0.07117648410383026,-0.0959671139717102,-0.4467935562133789,-0.08509962248388092,-0.018694043159484863,-0.21523207426071167,-0.04013641166272919,-0.022336214780807495,-0.3177846074104309,-0.06317096191230576,-0.02940431237220764,-0.3825896978378296,-0.07949366408172409,-0.039578258991241455,-0.4428521394729614,-0.09168481814447205,0.018970608711242676,-0.19178491830825806,-0.04934946435275833,0.026296913623809814,-0.2683411240577698,-0.07236137228790085,0.02763858437538147,-0.32139748334884644,-0.08397951709810059,0.02468857169151306,-0.3727871775627136,-0.0922485439735965
17,0,0.0,0.0,0.0,-0.06580689549446106,-0.02692502737045288,-0.022853447350911438,-0.11850446462631226,-0.1006019115447998,-0.036170236992887794,-0.15315383672714233,-0.1651163101196289,-0.04830394707923347,-0.19039642810821533,-0.2149236798286438,-0.060935732203773796,-0.09281781315803528,-0.21435987949371338,-0.02656260714238101,-0.11722411960363388,-0.30774736404418945,-0.05106604494457656,-0.1392095610499382,-0.3608512878417969,-0.07011568196421081,-0.16091950982809067,-0.4080427885055542,-0.08443899847870284,-0.05705505609512329,-0.22667807340621948,-0.03467117645149642,-0.07285648584365845,-0.33147352933883667,-0.05769461043482238,-0.08871755003929138,-0.39626866579055786,-0.0773360023677867,-0.1059304028749466,-0.45212095975875854,-0.09185643889313155,-0.020806074142456055,-0.2159825563430786,-0.046192448812774956,-0.023102670907974243,-0.32218021154403687,-0.07120040454273635,-0.030744284391403198,-0.39000463485717773,-0.08839080132847243,-0.0428491085767746,-0.45152899622917175,-0.1005916336954158,0.01462128758430481,-0.1871093511581421,-0.05936587997084075,0.020719915628433228,-0.2675161361694336,-0.08371363230352813,0.019733518362045288,-0.3237379193305969,-0.0955060983479541,0.014092773199081421,-0.37686407566070557,-0.1035263875902217
18,0,0.0,0.0,0.0,-0.07017815113067627,-0.030489981174468994,-0.025294255930930376,-0.12594333291053772,-0.1125110387802124,-0.03820108296349645,-0.16038231551647186,-0.18467742204666138,-0.04983628215268254,-0.19736099243164062,-0.23930537700653076,-0.06170251267030835,-0.09418347477912903,-0.23761987686157227,-0.02455255063250661,-0.11960062384605408,-0.33712074160575867,-0.048398897517472506,-0.14159072190523148,-0.3960227072238922,-0.06755202682688832,-0.162130206823349,-0.4490054249763489,-0.08207612903788686,-0.05524265766143799,-0.2532140016555786,-0.031715013552457094,-0.06885381042957306,-0.3665958642959595,-0.05324531765654683,-0.08359861373901367,-0.4388139247894287,-0.07201191456988454,-0.09880316257476807,-0.5000057220458984,-0.08611489506438375,-0.016775012016296387,-0.2431461215019226,-0.042962480802088976,-0.016976237297058105,-0.3554803133010864,-0.06641561212018132,-0.024016469717025757,-0.4257441461086273,-0.08242834778502584,-0.03510606288909912,-0.48866114020347595,-0.0940040391869843,0.020174503326416016,-0.21334052085876465,-0.05649594636633992,0.027259230613708496,-0.29928386211395264,-0.07963440986350179,0.025948703289031982,-0.3582955598831177,-0.0906359744258225,0.02005934715270996,-0.4135950207710266,-0.09814324649050832
19,0,0.0,0.0,0.0,-0.07303683459758759,-0.028542280197143555,-0.03160524353293681,-0.13395994901657104,-0.10779011249542236,-0.04637371361164355,-0.17486271262168884,-0.18193280696868896,-0.05898154511956477,-0.2158648818731308,-0.2401776909828186,-0.07128144040612483,-0.1026010811328888,-0.2426043152809143,-0.022546600400488614,-0.13133180141448975,-0.3440644145011902,-0.04645641505626941,-0.15111690759658813,-0.4058929979801178,-0.06692782029418254,-0.16828404366970062,-0.46224212646484375,-0.0829748211791923,-0.059764593839645386,-0.26307129859924316,-0.026769071667473554,-0.07388833165168762,-0.37725359201431274,-0.04764409720806384,-0.08709728717803955,-0.4479059875011444,-0.06710831060914302,-0.10114793479442596,-0.5085729956626892,-0.08227673903016353,-0.017615020275115967,-0.2565121650695801,-0.036083999871294736,-0.021336078643798828,-0.36728760600090027,-0.059024233221094846,-0.029121816158294678,-0.4379535913467407,-0.07415804251937175,-0.040777385234832764,-0.5029768943786621,-0.0856368689229896,0.02426418662071228,-0.23061054944992065,-0.048456579296868085,0.027089416980743408,-0.3140701353549957,-0.07073732450513148,0.02414754033088684,-0.3731977939605713,-0.08054496332911754,0.017519265413284302,-0.4299914538860321,-0.08764127626923823
20,0,0.0,0.0,0.0,-0.07397693395614624,-0.02857387065887451,-0.03545659420265679,-0.13541248440742493,-0.1100875735282898,-0.05109861505403046,-0.17652031779289246,-0.18672335147857666,-0.06347463292254929,-0.22061240673065186,-0.23827338218688965,-0.07509351534022812,-0.09827220439910889,-0.2513657808303833,-0.021843202535052342,-0.12410268187522888,-0.3522859811782837,-0.04279645917191033,-0.14076924324035645,-0.41311973333358765,-0.06197268528117661,-0.1543530821800232,-0.4698341488838196,-0.07761316758765702,-0.05308288335800171,-0.2714710533618927,-0.023422243196506543,-0.0638546347618103,-0.38531094789505005,-0.03993906838073258,-0.07177820801734924,-0.4549473524093628,-0.05728827801718239,-0.0795292854309082,-0.5165104568004608,-0.07173606765641694,-0.010051906108856201,-0.26327985525131226,-0.030544795218844456,-0.012593477964401245,-0.37166768312454224,-0.04963861045612816,-0.016218572854995728,-0.4401557445526123,-0.06305382413043503,-0.022482573986053467,-0.5042818486690521,-0.07419712853803162,0.03270989656448364,-0.2363322377204895,-0.04132397857679848,0.03556451201438904,-0.318072646856308,-0.06004846108331208,0.03453740477561951,-0.37404102087020874,-0.06815847766770844,0.03080764412879944,-0.4294937252998352,-0.07476542157306199
